hostname,pop,area,kota,kecamatan,kelurahan,up3,ulp,asal_olt,jenis_olt,brand_olt,type,kapasitas,port_idle,homepass,home_connected,utilitas,instalation_olt,jumlah_port_olt,nms_olt,l3_switch,status_olt,aging,kategori_cluster,kategori_aging,kategori_tur,idle_hp,jumlah_port_terpakai,koordinat
JABAR-MIKROPOP.JAYAMULYA.KARAWANG-FH.AN6001-OLT-01,CB_RJBB_Karawang_Desa Jayamulya,BANDUNG,KAB. KARAWANG,KEC. CIBUAYA,JAYAMULYA,UP3 KARAWANG,ULP RENGASDENGKLOK,CB 1,INDOOR,FIBERHOME,MINI,512,0,512,262,51.17%,19 Jan 2023,16,,,ON AIR,350,EXISTING CLUSTER,6-12 BULAN,TUR>50%,250,16,"-6.0343399, 107.3626483"
JABAR-MIKROPOP.BEBER.MAJALENGKA-FH.AN6001.G16-OLT-01,CB_RJBB_Majalengka_Desa Beber,CIREBON,KAB. MAJALENGKA,KEC. LIGUNG,BEBER,UP3 CIREBON,ULP CILIMUS,CB 1,INDOOR,FIBERHOME,MINI,512,0,512,111,21.68%,19 Jan 2023,16,,,ON AIR,350,EXISTING CLUSTER,6-12 BULAN,TUR <50%,401,16,"-6.6652529, 108.2415680"
JABAR-MIKROPOP.CAMPAKA.PURWAKARTA-FH.A6001.G16-OLT-01,CB_RJBB_Purwakarta_Desa Campaka,BANDUNG,KAB. PURWAKARTA,KEC. CAMPAKA,CAMPAKA,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,CB 1,INDOOR,FIBERHOME,MINI,512,0,488,171,35.04%,19 Jan 2023,16,,,ON AIR,350,EXISTING CLUSTER,6-12 BULAN,TUR <50%,317,16,"-6.5070567, 107.4852486"
JABAR-MIKROPOP.GRANDMUTIARA.KARAWANG-FH.AN6001.G16-OLT-01,CB_RJBB_Karawang_Grand Mutiara,BANDUNG,KAB. KARAWANG,KEC. TELUKJAMBE TIMUR,SIRNABAYA,UP3 KARAWANG,ULP KOSAMBI,CB 1,INDOOR,FIBERHOME,MINI,512,0,560,174,31.07%,19 Jan 2023,16,,,ON AIR,350,EXISTING CLUSTER,6-12 BULAN,TUR <50%,386,16,"-6.3330560, 107.3013890"
JABAR-MIKROPOP.CIPEUYEUM.CIANJUR-FH.AN6001-OLT-01,SI_RJBB_CIANJUR_KANTOR DESA CIPEUYEUM HAURWANGI,BANDUNG,KAB. CIANJUR,KEC. HAURWANGI,CIPEYEUM,UP3 CIANJUR,ULP MANDE,SI,INDOOR,FIBERHOME,MINI,512,0,544,129,23.71%,19 Jan 2023,16,,,ON AIR,350,EXISTING CLUSTER,6-12 BULAN,TUR <50%,415,16,"-6.8104730, 107.2920930"
JABAR-MIKROPOP.KEPUH.CIREBON-FH.AN6001.G16-OLT-01,CB_RJBB_Cirebon_Desa Kepuh,CIREBON,KAB. CIREBON,KEC. PALIMANAN,KEPUH,UP3 CIREBON,ULP SUMBER,CB 1,INDOOR,FIBERHOME,MINI,512,0,536,162,30.22%,19 Jan 2023,16,,,ON AIR,350,EXISTING CLUSTER,6-12 BULAN,TUR <50%,374,16,"-6.7411890, 108.4267810"
JABAR-MIKROPOP.CIKAMPEK.BARU.KARAWANG-FH.AN6001.G16-OLT-01,CB_RJBB_Karawang_Bumi Cikampek,BANDUNG,KAB. KARAWANG,KEC. JATISARI,BALONGGANDU,UP3 KARAWANG,ULP CIKAMPEK,CB 1,INDOOR,FIBERHOME,MINI,512,0,480,107,22.29%,1 Feb 2023,16,,,ON AIR,337,EXISTING CLUSTER,6-12 BULAN,TUR <50%,373,16,"-6.3890197, 107.5108497"
JABAR-MIKROPOP.CIKIDANGBAYABANG.CIANJUR-FH.AN6001.G16-OLT-01,SI_RJBB_CIANJUR_KANTOR KEPALA DESA CIKINDANGBAYABANG,BANDUNG,KAB. CIANJUR,KEC. MANDE,CIKIDANGBAYANG,UP3 CIANJUR,ULP MANDE,SI,INDOOR,FIBERHOME,MINI,512,0,536,214,39.93%,1 Feb 2023,16,,,ON AIR,337,EXISTING CLUSTER,6-12 BULAN,TUR <50%,322,16,"-6.7591051, 107.258655"
JABAR-MIKROPOP.MARGAMULYA.KARAWANG-FH.AN6001.G16-OLT-01,CB_RJBB_Karawang_Margamulya,BANDUNG,KAB. KARAWANG,KEC. TELUK JAMBE BARAT,MARGAKAYA,UP3 KARAWANG,ULP KOSAMBI,CB 1,INDOOR,FIBERHOME,MINI,512,0,584,282,48.29%,17 Feb 2023,16,,,ON AIR,321,EXISTING CLUSTER,6-12 BULAN,TUR <50%,302,16,"-6.3393197, 107.25409571"
JABAR-MIKROPOP.SUKAMANDIJAYA-FH.AN6001.G16-OLT-01,CB_RJBB_Subang_Desa Sukamandijaya,BANDUNG,KAB. SUBANG,KEC. CIASEM,CIASEM GIRANG,UP3 PURWAKARTA,ULP SUBANG,CB 1,INDOOR,FIBERHOME,MINI,512,0,512,131,25.59%,17 Feb 2023,16,,,ON AIR,321,EXISTING CLUSTER,6-12 BULAN,TUR <50%,381,16,-6.3347111 107.6629209
JABAR-MIKROPOP.SUMBER.CIREBON-FH.AN6001.G16-OLT-01,CB_RJBB_Cirebon_Sumber,CIREBON,KAB. CIREBON,KEC. SUMBER,SUMBER,UP3 CIREBON,ULP SUMBER,CB 1,INDOOR,FIBERHOME,MINI,512,0,528,219,41.48%,17 Feb 2023,16,,,ON AIR,321,EXISTING CLUSTER,6-12 BULAN,TUR <50%,309,16,"-6.75892834, 108.48028198"
JABAR-ODC.SMD.GANEAS.3133-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Ganeas_3133,CIREBON,KAB. SUMEDANG,KEC. GANEAS,CIKONENG,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,295,57.62%,20 Feb 2023,16,,,ON AIR,318,EXISTING CLUSTER,6-12 BULAN,TUR>50%,217,16,"-6.8465410, 107.9737450"
JABAR-MINI.POP.GARUT.PSWANGI.1897-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Pasirwangi_1897,TASIKMALAYA,KAB. GARUT,KEC. PASIRWANGI,PASIRWANGI,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,206,40.23%,8 Mar 2023,16,,,ON AIR,302,EXISTING CLUSTER,6-12 BULAN,TUR <50%,306,16,"-7.2197700, 107.8090490"
JABAR-MINIPOP.MJL.KASOKANDEL.7272-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Kasokandel_7272,CIREBON,KAB. MAJALENGKA,KEC. KASOKANDEL,GUNUNGSARI,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,63,12.30%,8 Mar 2023,16,,,ON AIR,302,EXISTING CLUSTER,6-12 BULAN,TUR <50%,449,16,"-6.747328, 108.229642"
JABAR-ODC.BDG.CIPATAT.3689-HW.MA5801-OLT-01,TK 4_RJBB_Bandung Barat_Cipatat_3689,BANDUNG,KAB. BANDUNG BARAT,KEC. CIPATAT,CITATAH,UP3 CIMAHI,ULP PADALARANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,128,25.00%,20 Feb 2023,16,,,ON AIR,318,EXISTING CLUSTER,6-12 BULAN,TUR <50%,384,16,"-6.8331610, 107.4224900"
JABAR-ODC.BDG.BRT.CIPENDEUY.1387-HW.MA5801-OLT-01,TK 4_RJBB_Bandung Barat_Cipeundeuy_1387,BANDUNG,KAB. BANDUNG BARAT,KEC. CIPEUNDEUY,CIPEUNDEUY,UP3 CIMAHI,ULP PADALARANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,146,28.52%,20 Feb 2023,16,,,ON AIR,318,EXISTING CLUSTER,6-12 BULAN,TUR <50%,366,16,"-6.7322670, 107.3522520"
JABAR-MIKROPOP.DARANGDAN.PWK-FH.AN6001.G16-OLT-01,SI_RJBB_PURWAKARTA KANTOR KEPALA DESA DARANGDAN,BANDUNG,KAB. PURWAKARTA,KEC. DARANGDAN,DARANGDAN,UP3 PURWAKARTA,ULP PLERED,SI,INDOOR,FIBERHOME,MINI,512,0,480,116,24.17%,6 Mar 2023,16,,,ON AIR,304,EXISTING CLUSTER,6-12 BULAN,TUR <50%,364,16,"-6.685471, 107.429254"
JABAR-MINI.POP.MJL.SUMBERJYA.2500-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Sumberjaya_2500,CIREBON,KAB. MAJALENGKA,KEC. SUMBERJAYA,SUMBERJAYA,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,120,23.44%,8 Mar 2023,16,,,ON AIR,302,EXISTING CLUSTER,6-12 BULAN,TUR <50%,392,16,"-6.7057960, 108.3205680"
JABAR-MINI.POP.IDM.KERTASMYA.5826-HW.MA5801-OLT-01,TK 4_RJBB_Indramayu_Kertasemaya_5826,CIREBON,KAB. INDRAMAYU,KEC. KERTASEMAYA,TENAJAR,UP3 INDRAMAYU,ULP INDRAMAYU KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,88,17.19%,13 Mar 2023,16,,,ON AIR,297,EXISTING CLUSTER,6-12 BULAN,TUR <50%,424,16,"-6.5093060, 108.3588610"
JABAR-MINIPOP.GRT.KERSAMANAH.477-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Kersamanah_477,TASIKMALAYA,KAB. GARUT,KEC. MALANGBONG,KUTANAGARA,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,128,25.00%,13 Mar 2023,16,,,ON AIR,297,EXISTING CLUSTER,6-12 BULAN,TUR <50%,384,16,"-7.0550770, 108.0420961"
JABAR-MINI.POP.IDM.JTIBARANG.8446-HW.MA5801-OLT-01,TK 4_RJBB_Indramayu_Jatibarang_8446,CIREBON,KAB. INDRAMAYU,KEC. JATIBARANG,JATIBARANG BARU,UP3 INDRAMAYU,ULP INDRAMAYU KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,113,22.07%,14 Mar 2023,16,,,ON AIR,296,EXISTING CLUSTER,6-12 BULAN,TUR <50%,399,16,"-6.4823830, 108.3066450"
JABAR-MINIPOP.CIREBON.GREGED.5766-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Greged_5766,CIREBON,KAB. CIREBON,KEC. GREGED,DURAJAYA,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,104,20.31%,15 Mar 2023,16,,,ON AIR,295,EXISTING CLUSTER,6-12 BULAN,TUR <50%,408,16,"-6.8250280, 108.5340900"
JABAR-MINIPOP.CIREBON.GREGED.10641-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Greged_10641,CIREBON,KAB. CIREBON,KEC. GREGED,SINDANG KEMPENG,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,42,8.20%,11 Mar 2023,16,,,ON AIR,299,EXISTING CLUSTER,6-12 BULAN,TUR <50%,470,16,"-6.8205050, 108.5597910"
JABAR-MINI.POP.MJL.RAJAGALUH.6082-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Rajagaluh_6082,CIREBON,KAB. MAJALENGKA,KEC. RAJAGALUH,RAJAGALUH LOR,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,37,7.23%,31 Mar 2023,16,,,ON AIR,279,EXISTING CLUSTER,6-12 BULAN,TUR <50%,475,16,"-6.7853000, 108.3411340"
JABAR-MINIPOP.GRT.PANGATIKAN.4533-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Pangatikan_4533,TASIKMALAYA,KAB. GARUT,KEC. PANGATIKAN,CITANGTU,UP3 GARUT,ULP CIBATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,179,34.96%,25 Mar 2023,16,,,ON AIR,285,EXISTING CLUSTER,6-12 BULAN,TUR <50%,333,16,"-7.1661680, 107.9949480"
JABAR-MINIPOP.GRT.PANGATIKAN.4414-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Pangatikan_4414,TASIKMALAYA,KAB. GARUT,KEC. PANGATIKAN,SUKARASA,UP3 GARUT,ULP CIBATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,156,30.47%,25 Mar 2023,16,,,ON AIR,285,EXISTING CLUSTER,6-12 BULAN,TUR <50%,356,16,"-7.1686070, 107.9912370"
JABAR-MINIPOP.SMD.DARMARAJA.5551-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Darmaraja_5551,CIREBON,KAB. SUMEDANG,KEC. DARMARAJA,KARANGPAKUAN,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,147,28.71%,15 Mar 2023,16,,,ON AIR,295,EXISTING CLUSTER,6-12 BULAN,TUR <50%,365,16,"-6.8914239, 108.0624344"
JABAR-MINI.POP.IDM.INDRAMAYU.6917-HW.MA5801-OLT-01,TK 4_RJBB_Indramayu_Indramayu_6917,CIREBON,KAB. INDRAMAYU,KEC. INDRAMAYU,TAMBAK,UP3 INDRAMAYU,ULP INDRAMAYU KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,93,18.16%,17 Mar 2023,16,,,ON AIR,293,EXISTING CLUSTER,6-12 BULAN,TUR <50%,419,16,"-6.3256890, 108.3485190"
JABAR-MINIPOP.BDG.CIWIDEY.7329-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Ciwidey_7329,BANDUNG,KAB. BANDUNG,KEC. SOREANG,SADU,UP3 MAJALAYA,ULP SOREANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,116,22.66%,29 Mar 2023,16,,,ON AIR,281,EXISTING CLUSTER,6-12 BULAN,TUR <50%,396,16,"-7.0349730, 107.5009210"
JABAR-MINIPOP.CIAMIS.CISAGA.2957-HW.MA5801-OLT-01,TK 4_RJBB_Ciamis_Cisaga_2957,TASIKMALAYA,KAB. CIAMIS,KEC. CISAGA,BANGUNHARJA,UP3 TASIKMALAYA,ULP CIAMIS,TK 4,INDOOR,HUAWEI,MINI,512,0,512,148,28.91%,8 Mar 2023,16,,,ON AIR,302,EXISTING CLUSTER,6-12 BULAN,TUR <50%,364,16,"-7.2934136, 108.5513207"
JABAR-MINIPOP.CJR.HAURWANGI.6188-HW.M5801-OLT-01,TK 4_RJBB_Cianjur_Haurwangi_6188,BANDUNG,KAB. CIANJUR,KEC. HAURWANGI,KERTASARI,UP3 CIANJUR,ULP MANDE,TK 4,INDOOR,HUAWEI,MINI,512,0,512,86,16.80%,28 Mar 2023,16,,,ON AIR,282,EXISTING CLUSTER,6-12 BULAN,TUR <50%,426,16,"-6.8165848, 107.3056473"
JABAR-MINIPOP.CMS.BANJARSARI.9623-HW.MA5801-OLT-01,TK 4_RJBB_Ciamis_Banjarsari_9623,TASIKMALAYA,KAB. CIAMIS,KEC. BANJARSARI,BANJARSARI,UP3 TASIKMALAYA,ULP CIAMIS,TK 4,INDOOR,HUAWEI,MINI,512,0,512,245,47.85%,8 Mar 2023,16,,,ON AIR,302,EXISTING CLUSTER,6-12 BULAN,TUR <50%,267,16,"-7.4829446, 108.6079188"
JABAR-MINIPOP.GRT.CISURUPAN.10185-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Cisurupan_10185,TASIKMALAYA,KAB. GARUT,KEC. CISURUPAN,BALEWANGI,UP3 GARUT,ULP CIKAJANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,200,39.06%,9 Mar 2023,16,,,ON AIR,301,EXISTING CLUSTER,6-12 BULAN,TUR <50%,312,16,"-7.3099670, 107.7918320"
JABAR-MINI.POP.IDM.KARANGMPL.1805-HW.MA5801-OLT-01,TK 4_RJBB_Indramayu_Karangampel_1805,CIREBON,KAB. INDRAMAYU,KEC. KARANGAMPEL,MUNDU,UP3 INDRAMAYU,ULP JATIBARANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,43,8.40%,20 Mar 2023,16,,,ON AIR,290,EXISTING CLUSTER,6-12 BULAN,TUR <50%,469,16,"-6.4661030, 108.4230440"
JABAR-MINIPOP.CIREBON.AJWGN.10275-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Arjawinangun_10275,CIREBON,KAB. CIREBON,KEC. ARJAWINANGUN,ARJAWINANGUN,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,146,28.52%,18 Mar 2023,16,,,ON AIR,292,EXISTING CLUSTER,6-12 BULAN,TUR <50%,366,16,"-6.6517240, 108.4127370"
JABAR-MINIPOP.CIREBON.AJWNGN.5597-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Arjawinangun_5597,CIREBON,KAB. SUKABUMI,KEC. BANTARGADUNG,BANTARGADUNG,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,181,35.35%,13 Mar 2023,16,,,ON AIR,297,EXISTING CLUSTER,6-12 BULAN,TUR <50%,331,16,"-6.6393250, 108.3977610"
JABAR-MINIPOP.CIREBON.AJWGN.9289-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Arjawinangun_9289,CIREBON,KAB. CIREBON,KEC. SUSUKAN,SUSUKAN,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,72,14.06%,13 Mar 2023,16,,,ON AIR,297,EXISTING CLUSTER,6-12 BULAN,TUR <50%,440,16,"-6.6321680, 108.3769920"
JABAR-MINIPOP.BANDUNG.PASEH.7433-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Paseh_7433,BANDUNG,KAB. BANDUNG,KEC. PASEH,CIPEDES,UP3 MAJALAYA,ULP RANCAEKEK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,89,17.38%,14 Mar 2023,16,,,ON AIR,296,EXISTING CLUSTER,6-12 BULAN,TUR <50%,423,16,"-7.0280670, 107.7911190"
JABAR-MINIPOP.TSM.CISAYONG.1458-HW.MA5801-OLT-01,TK 4_RJBB_TASIKMALAYA_Cisayong_1458,TASIKMALAYA,KAB. TASIKMALAYA,KEC. CISAYONG,CISAYONG,UP3 TASIKMALAYA,ULP SINGAPARNA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,166,32.42%,11 Mar 2023,16,,,ON AIR,299,EXISTING CLUSTER,6-12 BULAN,TUR <50%,346,16,"-7.2572090, 108.1456170"
JABAR-MINIPOP.TSK.SUKARATU.5150-HW.MA5801-OLT-01,TK 4_RJBB_TASIKMALAYA_Sukaratu_5150,TASIKMALAYA,KAB. TASIKMALAYA,KEC. SUKARATU,SUKARATU,UP3 TASIKMALAYA,ULP SINGAPARNA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,167,32.62%,4 Apr 2023,16,,,ON AIR,275,EXISTING CLUSTER,6-12 BULAN,TUR <50%,345,16,"-7.2796664, 108.1439710"
JABAR-MINI.POP.IDM.SINDANG.10755-HW.MA5801-OLT-01,TK 4_RJBB_Indramayu_Sindang_10755,CIREBON,KAB. INDRAMAYU,KEC. SINDANG,SINDANG,UP3 INDRAMAYU,ULP INDRAMAYU KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,129,25.20%,17 Mar 2023,16,,,ON AIR,293,EXISTING CLUSTER,6-12 BULAN,TUR <50%,383,16,"-6.3331630, 108.3201610"
JABAR-MIKROPOP.KERTAJATI.MJLGKA-HW.MA5801-OLT-01,CB_RJBB_Majalengka_Desa Kertajati,CIREBON,KAB. MAJALENGKA,KEC. KERTAJATI,KERTAJATI,UP3 SUMEDANG,ULP MAJALENGKA,CB 1,INDOOR,FIBERHOME,MINI,512,0,544,143,26.29%,5 Jan 2023,16,,,ON AIR,364,EXISTING CLUSTER,1-2 TAHUN,TUR <50%,401,16,"-6.7256837, 108.1689301"
JABAR-MINIPOP.BDG.RANCAEKEK.1053-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Rancaekek_1053,BANDUNG,KAB. BANDUNG,KEC. RANCAEKEK,HAURPUGUR,UP3 MAJALAYA,ULP RANCAEKEK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,99,19.34%,4 Apr 2023,16,,,ON AIR,275,EXISTING CLUSTER,6-12 BULAN,TUR <50%,413,16,"-6.9710970, 107.8024770"
JABAR-MINIPOP.PGDRN.CIJULANG.549-HW.MA5801-OLT-01,TK 4_RJBB_Pangandaran_Cijulang_549,TASIKMALAYA,KAB. PANGANDARAN,KEC. CIJULANG,KERTAYASA,UP3 TASIKMALAYA,ULP PANGANDARAN,TK 4,INDOOR,HUAWEI,MINI,512,0,512,50,9.77%,13 Apr 2023,16,,,ON AIR,266,EXISTING CLUSTER,6-12 BULAN,TUR <50%,462,16,"-7.7155230, 108.4432020"
JABAR-MINIPOP.PGDRN.PARIGI.12303-HW.MA5801-OLT-01,TK 4_RJBB_Pangandaran_Parigi_12303,TASIKMALAYA,KAB. PANGANDARAN,KEC. PARIGI,CINTARATU,UP3 TASIKMALAYA,ULP PANGANDARAN,TK 4,INDOOR,HUAWEI,MINI,512,0,512,169,33.01%,14 Apr 2023,16,,,ON AIR,265,EXISTING CLUSTER,6-12 BULAN,TUR <50%,343,16,"-7.6401120, 108.5112260"
JABAR-ODC.CJR.KARANGTENGAH.2971-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Karangtengah_2971,BANDUNG,KAB. CIANJUR,KEC. KARANGTENGAH,SINDANGLAKA,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,238,46.48%,30 Mar 2023,16,,,ON AIR,280,EXISTING CLUSTER,6-12 BULAN,TUR <50%,274,16,"-6.7927960, 107.1634030"
JABAR-BOX.GRT.NGAMPLANGSARI.HW.MA5801-OLT-01,CB3_RJBB_Garut_Ngamplang Sari,TASIKMALAYA,KAB. GARUT,KEC. CILAWU,NGAMPLANGSARI,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,98,19.14%,17 Apr 2023,16,,,ON AIR,262,EXISTING CLUSTER,6-12 BULAN,TUR <50%,414,16,"-7.2679210, 107.9129880"
JABAR-MINI.POP.MJL.PANYNGKRN.8724-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Panyingkiran_8724,CIREBON,KAB. MAJALENGKA,KEC. PANYINGKIRAN,PANYINGKIRAN,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,76,14.84%,30 Mar 2023,16,,,ON AIR,280,EXISTING CLUSTER,6-12 BULAN,TUR <50%,436,16,"-6.8031573, 108.1850510"
JABAR-MINI.POP.MJL.PALASAH.9043-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Palasah_9043,CIREBON,KAB. MAJALENGKA,KEC. SUMBERJAYA,BONGAS KULON,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,58,11.33%,29 Mar 2023,16,,,ON AIR,281,EXISTING CLUSTER,6-12 BULAN,TUR <50%,454,16,"-6.7072780, 108.3138690"
JABAR-MIKROPOP.DESA.SALAKURAY-FH.AN6001.G16-OLT-01,CB_RJBB_Garut_Desa Salakuray,TASIKMALAYA,KAB. GARUT,KEC. BAYONGBONG,SALAKURAY,UP3 GARUT,ULP GARUT KOTA,CB 1,INDOOR,FIBERHOME,MINI,512,0,552,245,44.38%,5 Jan 2023,16,,,ON AIR,364,EXISTING CLUSTER,1-2 TAHUN,TUR <50%,307,16,"-7.2569410, 107.8633600"
JABAR-MIKROPOP.DESA.SUKANAGALIH-FH.AN6001.G16-OLT-01,CB_RJBB_Tasikmalaya_Desa Sukanagalih,TASIKMALAYA,KAB. TASIKMALAYA,KEC. RAJAPOLAH,SUKANAGALIH,UP3 TASIKMALAYA,ULP RAJAPOLAH,CB 1,INDOOR,FIBERHOME,MINI,512,0,520,162,31.15%,31 Dec 2022,16,,,ON AIR,369,EXISTING CLUSTER,1-2 TAHUN,TUR <50%,358,16,"-7.2152406, 108.1714777"
JABAR-MINIPOP.MJL.KERTAJATI.8183-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Kertajati_8183,CIREBON,KAB. MAJALENGKA,KEC. PALASAH,BUNIWANGI,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,69,13.48%,25 Apr 2023,16,,,ON AIR,254,EXISTING CLUSTER,6-12 BULAN,TUR <50%,443,16,"-6.7257620, 108.1688970"
JABAR-ODC.KNGJ.CIAWIGEBANG.4138-HW.MA5801-OLT-01,TK 4_RJBB_Kuningan_Ciawigebang_4138,CIREBON,KAB. KUNINGAN,KEC. CIAWIGEBANG,CIAWIGEBANG,UP3 CIREBON,ULP KUNINGAN,TK 4,INDOOR,HUAWEI,MINI,512,0,512,107,20.90%,26 Apr 2023,16,,,ON AIR,253,EXISTING CLUSTER,6-12 BULAN,TUR <50%,405,16,"-6.9728910, 108.5862160"
JABAR-MINIPOP.CJR.CIPANAS.1423-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Cipanas_1423,BANDUNG,KAB. CIANJUR,KEC. CIPANAS,SINDANGJAYA,UP3 CIANJUR,ULP CIPANAS,TK 4,INDOOR,HUAWEI,MINI,512,0,512,115,22.46%,1 May 2023,16,,,ON AIR,248,EXISTING CLUSTER,6-12 BULAN,TUR <50%,397,16,"-6.7388470, 107.0235120"
JABAR-MINIPOP.MAJALENGKA.PALASAH.2217-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Palasah_2217,CIREBON,KAB. MAJALENGKA,KEC. PALASAH,WARINGIN,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,75,14.65%,1 May 2023,16,,,ON AIR,248,EXISTING CLUSTER,6-12 BULAN,TUR <50%,437,16,"-6.7488903, 108.2913847"
JABAR-MINIPOP.IDM.HAURGLS.10060-HW.MA5801-OLT-01,TK 4_RJBB_Indramayu_Haurgeulis_10060,CIREBON,KAB. INDRAMAYU,KEC. HAURGEULIS,KARANGTUMARITIS,UP3 INDRAMAYU,ULP HAURGEULIS,TK 4,INDOOR,HUAWEI,MINI,512,0,512,46,8.98%,1 May 2023,16,,,ON AIR,248,EXISTING CLUSTER,6-12 BULAN,TUR <50%,466,16,"-6.4578830, 107.9055390"
JABAR-MIKROPOP.SMD.JATINANGOR-HW.MA5801-OLT-01,CB2_RJBB_Sumedang_Jatinangor_5839,CIREBON,KAB. SUMEDANG,KEC. JATINANGOR,MEKARGALIH,UP3 SUMEDANG,ULP TANJUNGSARI,CB 2,INDOOR,HUAWEI,MINI,512,0,512,77,15.04%,1 May 2023,16,,,ON AIR,248,EXISTING CLUSTER,6-12 BULAN,TUR <50%,435,16,"-6.9491900, 107.7721200"
JABAR-MIKROPOP.SMD.UTARA.5851-HW.MA5801-OLT-01,CB2_RJBB_Sumedang Utara_5851,CIREBON,KAB. SUMEDANG,KEC. SUMEDANG UTARA,SITU,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 2,INDOOR,HUAWEI,MINI,512,0,512,77,15.04%,4 Apr 2023,16,,,ON AIR,275,EXISTING CLUSTER,6-12 BULAN,TUR <50%,435,16,"-6.8376000, 107.9167000"
JABAR-BOX.SMD.UTARA SITU-HW.MA5801-OLT-01,CB2_RJBB_Sumedang Utara_Situ,CIREBON,KAB. SUMEDANG,KEC. SUMEDANG UTARA,SITU,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 2,INDOOR,HUAWEI,MINI,512,0,512,98,19.14%,10 May 2023,16,,,ON AIR,239,EXISTING CLUSTER,6-12 BULAN,TUR <50%,414,16,"-6.8334780, 107.9236500"
